i,word,power,danger
86,gold,0.446,-0.181
86,clean,0.005,-0.464
87,splendid,0.536,-0.108
87,admiration,0.437,-0.272
87,palace,0.413,-0.254
88,wealth,0.502,-0.149
88,immortal,0.488,-0.041
88,hardship,-0.084,0.482
89,riches,0.596,-0.181
89,stately,0.573,-0.064
89,great,0.531,-0.204
90,sorrow,-0.593,0.127
90,crying,-0.287,0.379
90,comfort,0.175,-0.441
91,dead,-0.467,0.279
91,miserable,-0.463,0.277
91,loathing,-0.162,0.500
92,lovely,0.361,-0.322
92,soft,-0.218,-0.421
92,father,0.310,-0.327
93,wit,0.363,-0.248
93,fine,0.143,-0.406
93,wool,-0.247,-0.320
94,battle,0.412,0.420
94,hearts,0.364,-0.255
94,woman,0.238,-0.261
95,modest,-0.111,-0.447
95,ashamed,-0.326,0.298
95,dear,0.251,-0.315
96,absent,-0.572,0.025
96,interesting,0.488,-0.143
96,bless,0.167,-0.466
97,happy,0.558,-0.188
97,death,-0.149,0.490
97,safe,0.293,-0.410
98,fortune,0.592,-0.133
98,excellent,0.543,-0.264
98,great,0.531,-0.204
99,poor,-0.538,0.133
99,died,-0.292,0.443
99,crying,-0.287,0.379
100,valiant,0.599,-0.089
100,weeping,-0.359,0.418
100,blessed,0.240,-0.440
101,sorrow,-0.593,0.127
101,dead,-0.467,0.279
101,rest,-0.101,-0.532
102,skilled,0.557,-0.182
102,poisonous,0.002,0.544
102,power,0.518,-0.022
103,evil,-0.040,0.560
103,difficulties,-0.176,0.492
103,feast,0.476,-0.184
104,betray,-0.025,0.588
104,alone,-0.448,-0.121
104,clothes,-0.006,-0.403
105,glad,0.516,-0.127
105,unhappy,-0.443,0.266
105,true,0.367,-0.319
106,destruction,0.088,0.588
106,courage,0.526,-0.067
106,death,-0.149,0.490
107,sad,-0.471,0.069
107,noise,-0.018,0.433
107,spring,0.092,-0.334
108,enjoy,0.517,-0.166
108,pleased,0.455,-0.272
108,sleep,-0.203,-0.448
109,immortal,0.488,-0.041
109,lovely,0.361,-0.322
109,god,0.416,-0.158
110,killing,0.152,0.629
110,great,0.531,-0.204
110,pity,-0.497,0.159
111,brave,0.589,-0.054
111,usurp,-0.083,0.488
111,loyal,0.198,-0.442
112,deceive,-0.133,0.480
112,cheered,0.467,-0.157
112,short,-0.461,0.055
113,satisfaction,0.409,-0.216
113,forward,0.325,-0.320
113,good,0.180,-0.406
114,goddess,0.491,-0.206
114,hope,0.298,-0.425
114,starved,-0.314,0.410
115,greatly,0.497,-0.021
115,dying,-0.207,0.442
115,trouble,-0.068,0.476
116,father,0.310,-0.327
116,snare,0.008,0.436
116,home,0.099,-0.413
117,dangerous,0.086,0.658
117,easily,0.052,-0.433
117,sun,0.271,-0.334
118,strong,0.608,-0.112
118,water,-0.076,-0.488
118,sleep,-0.203,-0.448
119,kind,0.169,-0.476
119,strength,0.496,-0.078
119,utmost,0.483,0.022
120,angry,0.045,0.505
120,talk,0.160,-0.343
120,may,-0.192,-0.315
121,prowess,0.461,-0.089
121,heartily,0.346,-0.281
121,dawn,0.050,-0.418
122,monster,0.094,0.569
122,great,0.531,-0.204
122,lie,-0.242,0.413
123,shout,0.027,0.487
123,fat,-0.411,0.106
123,suspected,-0.076,0.410
124,wild,0.289,0.438
124,distressed,-0.176,0.437
124,lost,-0.327,0.315
125,gain,0.507,-0.191
125,rest,-0.101,-0.532
125,losing,-0.323,0.423
126,terrible,0.023,0.563
126,holy,0.107,-0.485
126,immortal,0.488,-0.041
127,dead,-0.467,0.279
127,fighting,0.285,0.428
127,perished,-0.335,0.318
128,drown,-0.208,0.549
128,hatred,-0.120,0.571
128,leader,0.513,-0.166
129,water,-0.076,-0.488
129,protected,0.269,-0.331
129,sitting,-0.245,-0.294
130,war,0.113,0.626
130,joy,0.606,-0.111
130,gold,0.446,-0.181
131,feast,0.476,-0.184
131,doom,-0.135,0.479
131,shambles,-0.175,0.292
132,waste,-0.453,0.325
132,weeping,-0.359,0.418
132,broken,-0.368,0.308
133,killing,0.152,0.629
133,sorrow,-0.593,0.127
133,unable,-0.425,0.225
134,die,-0.281,0.512
134,life,0.497,-0.209
134,prisoner,-0.279,0.408
135,fresh,0.045,-0.442
135,dawn,0.050,-0.418
135,clouded,-0.410,-0.018
136,anger,0.122,0.499
136,live,0.399,-0.148
136,home,0.099,-0.413
137,immortal,0.488,-0.041
137,noble,0.208,-0.396
137,delightful,0.425,-0.134
138,kingdom,0.426,-0.105
138,white,-0.100,-0.394
138,wheat,-0.316,-0.250
139,family,0.281,-0.413
139,gold,0.446,-0.181
139,precious,0.371,-0.292
140,foremost,0.456,-0.088
140,insolence,-0.152,0.434
140,sheep,-0.334,-0.292
141,broken,-0.368,0.308
141,gone,-0.457,-0.049
141,together,0.249,-0.338
142,difficulty,-0.191,0.464
142,free,0.229,-0.285
142,man,0.252,-0.175
143,angry,0.045,0.505
143,god,0.416,-0.158
143,down,-0.398,0.084
144,rage,0.091,0.577
144,trouble,-0.068,0.476
144,lie,-0.242,0.413
145,father,0.310,-0.327
145,court,0.355,0.215
145,mistress,0.346,0.118
146,waste,-0.453,0.325
146,unjust,-0.293,0.355
146,hearts,0.364,-0.255
147,murder,0.076,0.627
147,frustrate,-0.238,0.491
147,dreadful,-0.177,0.486
148,die,-0.281,0.512
148,dead,-0.467,0.279
148,agony,-0.154,0.487
149,sorrow,-0.593,0.127
149,brave,0.589,-0.054
149,great,0.531,-0.204
150,corpse,-0.321,0.390
150,home,0.099,-0.413
150,bed,-0.230,-0.308
151,kill,0.158,0.638
151,hit,0.203,0.496
151,exterminate,0.180,0.490
152,hate,-0.140,0.544
152,death,-0.149,0.490
152,crying,-0.287,0.379
153,lie,-0.242,0.413
153,fat,-0.411,0.106
153,cried,-0.290,0.308
154,doomed,-0.251,0.499
154,queen,0.539,-0.124
154,goddess,0.491,-0.206
155,twisted,-0.238,0.465
155,water,-0.076,-0.488
155,little,-0.428,-0.163
156,unable,-0.425,0.225
156,wicked,0.055,0.474
156,sister,0.168,-0.420
157,suffer,-0.187,0.575
157,weep,-0.408,0.392
157,sleeping,-0.230,-0.437
158,brave,0.589,-0.054
158,great,0.531,-0.204
158,torture,0.029,0.541
159,killing,0.152,0.629
159,glad,0.516,-0.127
159,tremble,-0.061,0.489
160,idle,-0.600,-0.014
160,divine,0.521,-0.237
160,dead,-0.467,0.279
161,couch,-0.372,-0.369
161,king,0.463,0.020
161,council,0.179,-0.418
162,pain,-0.192,0.531
162,cruel,-0.092,0.521
162,hope,0.298,-0.425
163,murder,0.076,0.627
163,punish,0.008,0.535
163,father,0.310,-0.327
164,poor,-0.538,0.133
164,perilous,0.049,0.511
164,protect,0.474,-0.074
165,slayer,0.093,0.635
165,disaster,-0.069,0.570
165,glittering,0.451,-0.186
166,sleep,-0.203,-0.448
166,weary,-0.473,0.058
166,down,-0.398,0.084
167,great,0.531,-0.204
167,shooting,0.168,0.463
167,home,0.099,-0.413
168,admired,0.464,-0.247
168,charmed,0.446,-0.257
168,water,-0.076,-0.488
169,sorrow,-0.593,0.127
169,barren,-0.426,0.137
169,live,0.399,-0.148
170,goddess,0.491,-0.206
170,god,0.416,-0.158
170,sea,0.160,-0.338
171,brave,0.589,-0.054
171,alone,-0.448,-0.121
171,king,0.463,0.020
172,furious,0.069,0.633
172,rage,0.091,0.577
172,hate,-0.140,0.544
173,poor,-0.538,0.133
173,angry,0.045,0.505
173,grow,0.446,-0.209
174,punish,0.008,0.535
174,faith,0.222,-0.423
174,good,0.180,-0.406
175,weeping,-0.359,0.418
175,despair,-0.236,0.470
175,tired,-0.498,0.132
176,life,0.497,-0.209
176,settle,0.372,-0.215
176,home,0.099,-0.413
177,great,0.531,-0.204
177,dreadful,-0.177,0.486
177,venture,0.448,-0.065
178,blessed,0.240,-0.440
178,harm,-0.183,0.429
178,wrong,-0.203,0.387
179,suffering,-0.326,0.487
179,satisfied,0.367,-0.317
179,noble,0.208,-0.396
180,goddess,0.491,-0.206
180,less,-0.520,-0.026
180,immortal,0.488,-0.041
181,rest,-0.101,-0.532
181,trouble,-0.068,0.476
181,god,0.416,-0.158
182,shirt,-0.246,-0.371
182,fine,0.143,-0.406
182,graceful,0.319,-0.280
183,bored,-0.552,0.009
183,smooth,-0.176,-0.500
183,water,-0.076,-0.488
184,skilled,0.557,-0.182
184,protection,0.314,-0.235
184,raft,-0.321,-0.206
185,clean,0.005,-0.464
185,good,0.180,-0.406
185,completed,0.293,-0.320
186,alone,-0.448,-0.121
186,king,0.463,0.020
186,closed,-0.422,-0.051
187,angry,0.045,0.505
187,hardship,-0.084,0.482
187,plenty,0.451,-0.145
188,afraid,-0.297,0.533
188,rage,0.091,0.577
188,sky,0.029,-0.519
189,dead,-0.467,0.279
189,safe,0.293,-0.410
189,true,0.367,-0.319
190,hurricane,0.266,0.562
190,fury,0.088,0.583
190,great,0.531,-0.204
191,lose,-0.408,0.291
191,spite,-0.294,0.365
191,down,-0.398,0.084
192,kill,0.158,0.638
192,furiously,0.098,0.616
192,poor,-0.538,0.133
193,harm,-0.183,0.429
193,enchanted,0.406,-0.202
193,blue,-0.252,-0.365
194,troubles,-0.222,0.559
194,ruin,-0.368,0.319
194,good,0.180,-0.406
195,terrible,0.023,0.563
195,whirlwind,0.280,0.353
195,clothes,-0.006,-0.403
196,palace,0.413,-0.254
196,lie,-0.242,0.413
196,king,0.463,0.020
197,calm,-0.162,-0.556
197,death,-0.149,0.490
197,water,-0.076,-0.488
198,evil,-0.040,0.560
198,thankful,0.314,-0.438
198,sore,-0.330,0.385
199,afraid,-0.297,0.533
199,great,0.531,-0.204
199,smooth,-0.176,-0.500
200,hurricane,0.266,0.562
200,monster,0.094,0.569
200,attack,0.230,0.471
201,strong,0.608,-0.112
201,pain,-0.192,0.531
201,torn,-0.325,0.249
202,poor,-0.538,0.133
202,beating,-0.028,0.480
202,spite,-0.294,0.365
203,distress,-0.126,0.539
203,anger,0.122,0.499
203,lost,-0.327,0.315
204,broken,-0.368,0.308
204,scarf,-0.207,-0.383
204,down,-0.398,0.084
205,keen,0.487,-0.070
205,exhausted,-0.440,0.207
205,cried,-0.290,0.308
206,advantage,0.490,-0.253
206,rest,-0.101,-0.532
206,savage,0.134,0.516
207,dead,-0.467,0.279
207,glad,0.516,-0.127
207,grow,0.446,-0.209
208,lose,-0.408,0.291
208,sleep,-0.203,-0.448
208,king,0.463,0.020
209,inspired,0.500,-0.189
209,goddess,0.491,-0.206
209,sleeping,-0.230,-0.437
210,famous,0.615,-0.095
210,disorder,-0.245,0.484
210,mother,0.333,-0.366
211,proud,0.568,-0.140
211,father,0.310,-0.327
211,good,0.180,-0.406
212,great,0.531,-0.204
212,blessed,0.240,-0.440
212,sunshine,0.289,-0.407
213,dream,-0.117,-0.493
213,dirty,-0.431,0.209
213,council,0.179,-0.418
214,clean,0.005,-0.464
214,shirt,-0.246,-0.371
214,wedding,0.434,-0.057
215,strong,0.608,-0.112
215,love,0.383,-0.341
215,down,-0.398,0.084
216,water,-0.076,-0.488
216,whip,0.052,0.487
216,clothes,-0.006,-0.403
217,dirt,-0.384,0.269
217,feed,0.294,-0.264
217,sea,0.160,-0.338
218,wild,0.289,0.438
218,sun,0.271,-0.334
218,sport,0.391,-0.120
219,wonder,0.540,-0.119
219,noise,-0.018,0.433
219,handsome,0.374,-0.205
220,savage,0.134,0.516
220,cruel,-0.092,0.521
220,kind,0.169,-0.476
221,great,0.531,-0.204
221,strength,0.496,-0.078
221,homestead,0.074,-0.455
222,fear,-0.200,0.534
222,courage,0.526,-0.067
222,end,-0.369,0.106
223,happy,0.558,-0.188
223,proud,0.568,-0.140
223,queen,0.539,-0.124
224,troubles,-0.222,0.559
224,admiration,0.437,-0.272
224,lost,-0.327,0.315
225,shoot,0.091,0.594
225,suffering,-0.326,0.487
225,distress,-0.126,0.539
226,evil,-0.040,0.560
226,peaceful,0.045,-0.533
226,pity,-0.497,0.159
227,rich,0.544,-0.171
227,prosperity,0.516,-0.217
227,poor,-0.538,0.133
228,murderer,0.084,0.678
228,power,0.518,-0.022
228,harm,-0.183,0.429
229,thankful,0.314,-0.438
229,kind,0.169,-0.476
229,down,-0.398,0.084
230,little,-0.428,-0.163
230,shirt,-0.246,-0.371
230,good,0.180,-0.406
231,glorified,0.494,-0.199
231,grow,0.446,-0.209
231,clothes,-0.006,-0.403
232,handsome,0.374,-0.205
232,live,0.399,-0.148
232,studied,0.271,-0.327
233,future,0.469,-0.169
233,food,0.129,-0.401
233,heaven,0.214,-0.361
234,excellent,0.543,-0.264
234,father,0.310,-0.327
234,sure,0.214,-0.308
235,lie,-0.242,0.413
235,middle,-0.330,-0.214
235,earth,0.075,-0.365
236,afraid,-0.297,0.533
236,low,-0.526,-0.059
236,scandal,0.006,0.497
237,rest,-0.101,-0.532
237,life,0.497,-0.209
237,love,0.383,-0.341
238,rich,0.544,-0.171
238,mother,0.333,-0.366
238,spite,-0.294,0.365
239,difficulty,-0.191,0.464
239,wait,-0.467,-0.040
239,fine,0.143,-0.406
240,gain,0.507,-0.191
240,hope,0.298,-0.425
240,immortal,0.488,-0.041
241,mighty,0.653,-0.006
241,whip,0.052,0.487
241,sacred,0.368,-0.311
242,furious,0.069,0.633
242,pity,-0.497,0.159
242,palace,0.413,-0.254
243,chosen,0.398,-0.285
243,king,0.463,0.020
243,prize,0.440,-0.090
244,proud,0.568,-0.140
244,rude,-0.136,0.535
244,kind,0.169,-0.476
245,distress,-0.126,0.539
245,unfortunate,-0.440,0.287
245,father,0.310,-0.327
246,great,0.531,-0.204
246,goddess,0.491,-0.206
246,admired,0.464,-0.247
247,afraid,-0.297,0.533
247,queen,0.539,-0.124
247,family,0.281,-0.413
248,life,0.497,-0.209
248,ruined,-0.373,0.295
248,lost,-0.327,0.315
249,gain,0.507,-0.191
249,respected,0.430,-0.321
249,hope,0.298,-0.425
250,gold,0.446,-0.181
250,blue,-0.252,-0.365
250,sun,0.271,-0.334
251,skill,0.510,-0.098
251,abundance,0.501,-0.080
251,grow,0.446,-0.209
252,rich,0.544,-0.171
252,table,-0.289,-0.274
252,grain,-0.342,-0.137
253,intelligent,0.493,-0.258
253,rot,-0.350,0.371
253,growth,0.449,-0.229
254,excellent,0.543,-0.264
254,fruit,-0.039,-0.439
254,grapes,-0.174,-0.396
255,water,-0.076,-0.488
255,king,0.463,0.020
255,court,0.355,0.215
256,happiness,0.593,-0.158
256,prosper,0.538,-0.208
256,great,0.531,-0.204
257,hero,0.641,-0.091
257,peace,0.136,-0.550
257,honesty,0.340,-0.368
258,thunder,0.116,0.435
258,protection,0.314,-0.235
258,sitting,-0.245,-0.294
259,clean,0.005,-0.464
259,good,0.180,-0.406
259,cup,-0.297,-0.324
260,drunk,-0.190,0.417
260,home,0.099,-0.413
260,sacrificial,-0.063,0.392
261,worse,-0.320,0.446
261,inconvenience,-0.289,0.422
261,trouble,-0.068,0.476
262,savage,0.134,0.516
262,immortal,0.488,-0.041
262,stumble,-0.244,0.390
263,empty,-0.610,-0.011
263,sorrow,-0.593,0.127
263,distress,-0.126,0.539
264,greatness,0.684,-0.163
264,die,-0.281,0.512
264,approved,0.237,-0.336
265,shirt,-0.246,-0.371
265,heaven,0.214,-0.361
265,clothes,-0.006,-0.403
266,powerful,0.695,-0.016
266,fortune,0.592,-0.133
266,brave,0.589,-0.054
267,great,0.531,-0.204
267,goddess,0.491,-0.206
267,grow,0.446,-0.209
268,glad,0.516,-0.127
268,abundance,0.501,-0.080
268,good,0.180,-0.406
269,fury,0.088,0.583
269,storm,0.086,0.531
269,terribly,-0.159,0.474
270,sick,-0.494,0.223
270,water,-0.076,-0.488
270,sleep,-0.203,-0.448
271,excellent,0.543,-0.264
271,truth,0.321,-0.402
271,plenty,0.451,-0.145
272,afraid,-0.297,0.533
272,irritable,-0.005,0.591
272,angry,0.045,0.505
273,smooth,-0.176,-0.500
273,marry,0.449,-0.096
273,home,0.099,-0.413
274,magnificent,0.614,-0.221
274,win,0.586,-0.159
274,distressing,-0.183,0.474
275,bed,-0.230,-0.308
275,wear,-0.333,0.036
275,ready,0.188,-0.266
276,queen,0.539,-0.124
276,rest,-0.101,-0.532
276,book,0.088,-0.414
277,immortal,0.488,-0.041
277,king,0.463,0.020
277,god,0.416,-0.158
278,impress,0.560,-0.044
278,skill,0.510,-0.098
278,challenge,0.340,0.322
279,feast,0.476,-0.184
279,speeding,0.269,0.332
279,complain,-0.192,0.378
280,entertaining,0.357,-0.125
280,sea,0.160,-0.338
280,may,-0.192,-0.315
281,great,0.531,-0.204
281,twisted,-0.238,0.465
281,water,-0.076,-0.488
282,famous,0.615,-0.095
282,divine,0.521,-0.237
282,evil,-0.040,0.560
283,quarrel,0.009,0.576
283,inspired,0.500,-0.189
283,glad,0.516,-0.127
284,weeping,-0.359,0.418
284,ashamed,-0.326,0.298
284,cup,-0.297,-0.324
285,distress,-0.126,0.539
285,athletic,0.471,-0.044
285,delighted,0.430,-0.196
286,excellent,0.543,-0.264
286,boxers,0.231,0.359
286,crowd,0.249,0.344
287,forward,0.325,-0.320
287,dust,-0.387,-0.073
287,plain,-0.296,-0.238
288,powerfully,0.598,-0.083
288,prodigious,0.560,-0.137
288,painful,-0.232,0.485
289,strong,0.608,-0.112
289,skilled,0.557,-0.182
289,hope,0.298,-0.425
290,sorrow,-0.593,0.127
290,life,0.497,-0.209
290,water,-0.076,-0.488
291,shame,-0.388,0.421
291,true,0.367,-0.319
291,delight,0.409,-0.204
292,weak,-0.612,0.034
292,leader,0.513,-0.166
292,angry,0.045,0.505
293,battle,0.412,0.420
293,great,0.531,-0.204
293,strength,0.496,-0.078
294,blind,-0.467,0.139
294,easy,-0.056,-0.480
294,beneath,-0.422,-0.131
295,glad,0.516,-0.127
295,wrestle,0.322,0.361
295,bout,0.131,0.431
296,kind,0.169,-0.476
296,family,0.281,-0.413
296,athletic,0.471,-0.044
297,mighty,0.653,-0.006
297,excellent,0.543,-0.264
297,shoot,0.091,0.594
298,afraid,-0.297,0.533
298,peace,0.136,-0.550
298,low,-0.526,-0.059
299,hope,0.298,-0.425
299,prowess,0.461,-0.089
299,propriety,0.268,-0.377
300,extremely,0.503,0.144
300,good,0.180,-0.406
300,friends,0.309,-0.298
301,merry,0.540,-0.176
301,smooth,-0.176,-0.500
301,chosen,0.398,-0.285
302,great,0.531,-0.204
302,dreadful,-0.177,0.486
302,angry,0.045,0.505
303,love,0.383,-0.341
303,blind,-0.467,0.139
303,subtle,-0.252,-0.392
304,rest,-0.101,-0.532
304,couch,-0.372,-0.369
304,gone,-0.457,-0.049
305,furious,0.069,0.633
305,disgraceful,-0.300,0.430
305,passion,0.516,0.005
306,sleep,-0.203,-0.448
306,lie,-0.242,0.413
306,asleep,-0.306,-0.361
307,strong,0.608,-0.112
307,weak,-0.612,0.034
307,prosper,0.538,-0.208
308,burst,0.267,0.535
308,damages,-0.222,0.473
308,immortal,0.488,-0.041
309,reasonable,0.286,-0.393
309,security,0.333,-0.326
309,undertake,0.428,-0.064
310,charmed,0.446,-0.257
310,burnt,-0.211,0.443
310,enchanting,0.445,-0.168
311,great,0.531,-0.204
311,clouds,-0.156,-0.388
311,down,-0.398,0.084
312,talent,0.505,-0.245
312,gold,0.446,-0.181
312,delighted,0.430,-0.196
313,rude,-0.136,0.535
313,king,0.463,0.020
313,satisfaction,0.409,-0.216
314,happiness,0.593,-0.158
314,worth,0.471,-0.246
314,safe,0.293,-0.410
315,queen,0.539,-0.124
315,hope,0.298,-0.425
315,clean,0.005,-0.464
316,enjoy,0.517,-0.166
316,rest,-0.101,-0.532
316,life,0.497,-0.209
317,magnificent,0.614,-0.221
317,fear,-0.200,0.534
317,water,-0.076,-0.488
318,glad,0.516,-0.127
318,rob,-0.031,0.515
318,asleep,-0.306,-0.361
319,admired,0.464,-0.247
319,lovely,0.361,-0.322
319,shirt,-0.246,-0.371
320,mighty,0.653,-0.006
320,angel,0.186,-0.521
320,company,0.382,-0.333
321,pain,-0.192,0.531
321,respected,0.430,-0.321
321,pleased,0.455,-0.272
322,fort,0.483,-0.068
322,adventures,0.462,-0.033
322,admire,0.422,-0.124
323,inspired,0.500,-0.189
323,fortress,0.471,-0.210
323,council,0.179,-0.418
324,destruction,0.088,0.588
324,doomed,-0.251,0.499
324,death,-0.149,0.490
325,victorious,0.698,0.007
325,furiously,0.098,0.616
325,raging,0.135,0.502
326,sorrow,-0.593,0.127
326,slavery,-0.292,0.507
