label,t,power,danger,structure,coverage
Anna Karenina,0.22019,0.02136,-0.10519,0.00122,0.29200
Anna Karenina,0.22048,0.02206,-0.10454,0.00098,0.29200
Anna Karenina,0.22077,0.02148,-0.10447,0.00138,0.29300
Anna Karenina,0.22106,0.02204,-0.10474,0.00108,0.29300
Anna Karenina,0.22135,0.02113,-0.10418,0.00174,0.29300
Anna Karenina,0.22164,0.02124,-0.10418,0.00229,0.29400
Anna Karenina,0.22193,0.02155,-0.10459,0.00225,0.29200
Anna Karenina,0.22222,0.02142,-0.10488,0.00247,0.29300
Anna Karenina,0.22251,0.02132,-0.10556,0.00184,0.29200
Anna Karenina,0.22280,0.02234,-0.10592,0.00162,0.29100
Anna Karenina,0.22309,0.02188,-0.10624,0.00181,0.29100
Anna Karenina,0.22338,0.02184,-0.10584,0.00199,0.29100
Anna Karenina,0.22367,0.02124,-0.10585,0.00166,0.29000
Anna Karenina,0.22396,0.02277,-0.10708,0.00137,0.29100
Anna Karenina,0.22425,0.02304,-0.10711,0.00109,0.29200
Anna Karenina,0.22454,0.02265,-0.10688,0.00079,0.29200
Anna Karenina,0.22483,0.02254,-0.10718,0.00089,0.29200
Anna Karenina,0.22512,0.02113,-0.10556,0.00086,0.29100
Anna Karenina,0.22541,0.02137,-0.10491,0.00145,0.29000
Anna Karenina,0.22570,0.02158,-0.10485,0.00162,0.29000
Anna Karenina,0.22599,0.02302,-0.10435,0.00154,0.29000
Anna Karenina,0.22628,0.02301,-0.10429,0.00101,0.29000
Anna Karenina,0.22657,0.02282,-0.10457,0.00074,0.29100
Anna Karenina,0.22686,0.02196,-0.10425,0.00099,0.29100
Anna Karenina,0.22715,0.02054,-0.10282,0.00168,0.29100
Anna Karenina,0.22744,0.01972,-0.10147,0.00193,0.29200
Anna Karenina,0.22773,0.01922,-0.10092,0.00193,0.29300
Anna Karenina,0.22802,0.01888,-0.10140,0.00185,0.29300
Anna Karenina,0.22831,0.01796,-0.10067,0.00205,0.29300
Anna Karenina,0.22860,0.01521,-0.10030,0.00134,0.29300
Anna Karenina,0.22889,0.01490,-0.10092,0.00110,0.29400
Anna Karenina,0.22918,0.01345,-0.10183,0.00159,0.29300
Anna Karenina,0.22947,0.01230,-0.10118,0.00166,0.29300
Anna Karenina,0.22977,0.01178,-0.10148,0.00132,0.29200
Anna Karenina,0.23006,0.01062,-0.10100,0.00118,0.29300
Anna Karenina,0.23035,0.01099,-0.10095,0.00047,0.29200
Anna Karenina,0.23064,0.01148,-0.09957,0.00055,0.29300
Anna Karenina,0.23093,0.01094,-0.09888,0.00031,0.29300
Anna Karenina,0.23122,0.00985,-0.09782,0.00021,0.29300
Anna Karenina,0.23151,0.01138,-0.09775,0.00024,0.29200
Anna Karenina,0.23180,0.01335,-0.09849,0.00017,0.29200
Anna Karenina,0.23209,0.01233,-0.09744,0.00007,0.29100
Anna Karenina,0.23238,0.01342,-0.09812,-0.00000,0.29100
Anna Karenina,0.23267,0.01142,-0.09769,-0.00004,0.29100
Anna Karenina,0.23296,0.00984,-0.09734,-0.00008,0.29000
Anna Karenina,0.23325,0.00749,-0.09688,-0.00030,0.29100
Anna Karenina,0.23354,0.00650,-0.09631,-0.00000,0.29200
Anna Karenina,0.23383,0.00589,-0.09546,0.00002,0.29200
Anna Karenina,0.23412,0.00660,-0.09503,-0.00039,0.29200
Anna Karenina,0.23441,0.00678,-0.09488,-0.00040,0.29200
Anna Karenina,0.23470,0.00670,-0.09494,-0.00038,0.29300
Anna Karenina,0.23499,0.00778,-0.09403,-0.00016,0.29300
Anna Karenina,0.23528,0.01002,-0.09479,-0.00024,0.29300
Anna Karenina,0.23557,0.01158,-0.09446,-0.00066,0.29400
Anna Karenina,0.23586,0.01323,-0.09471,-0.00066,0.29400
Anna Karenina,0.23615,0.01453,-0.09419,-0.00040,0.29300
Anna Karenina,0.23644,0.01472,-0.09243,-0.00051,0.29200
Anna Karenina,0.23673,0.01516,-0.09209,-0.00039,0.29200
Anna Karenina,0.23702,0.01539,-0.09249,-0.00022,0.29200
Anna Karenina,0.23731,0.01608,-0.09388,-0.00060,0.29200
Anna Karenina,0.23760,0.01699,-0.09456,-0.00051,0.29200
Anna Karenina,0.23789,0.01858,-0.09472,-0.00044,0.29100
Anna Karenina,0.23818,0.01841,-0.09484,-0.00084,0.29200
Anna Karenina,0.23847,0.01971,-0.09497,-0.00120,0.29200
Anna Karenina,0.23876,0.01952,-0.09504,-0.00091,0.29200
Anna Karenina,0.23905,0.01932,-0.09495,-0.00141,0.29200
Anna Karenina,0.23934,0.02026,-0.09543,-0.00144,0.29200
Anna Karenina,0.23963,0.02144,-0.09656,-0.00186,0.29300
Anna Karenina,0.23992,0.02133,-0.09661,-0.00197,0.29200
Anna Karenina,0.24021,0.02124,-0.09730,-0.00196,0.29300
Anna Karenina,0.24050,0.02053,-0.09731,-0.00169,0.29300
Anna Karenina,0.24079,0.02150,-0.09775,-0.00154,0.29200
Anna Karenina,0.24108,0.02159,-0.09859,-0.00195,0.29200
Anna Karenina,0.24137,0.02073,-0.09904,-0.00199,0.29200
Anna Karenina,0.24166,0.02048,-0.10037,-0.00223,0.29100
Anna Karenina,0.24195,0.02035,-0.10167,-0.00223,0.29100
Anna Karenina,0.24224,0.02073,-0.10203,-0.00181,0.29000
Anna Karenina,0.24253,0.02103,-0.10162,-0.00216,0.29000
Anna Karenina,0.24282,0.02164,-0.10117,-0.00205,0.29000
Anna Karenina,0.24311,0.02281,-0.10111,-0.00209,0.28900
Anna Karenina,0.24340,0.02411,-0.10160,-0.00192,0.29000
Anna Karenina,0.24369,0.02362,-0.10039,-0.00201,0.28900
Anna Karenina,0.24398,0.02269,-0.09963,-0.00206,0.28800
Anna Karenina,0.24427,0.02339,-0.09992,-0.00228,0.28800
Anna Karenina,0.24456,0.02438,-0.09959,-0.00226,0.28800
Anna Karenina,0.24485,0.02479,-0.09882,-0.00242,0.28800
Anna Karenina,0.24514,0.02570,-0.09898,-0.00232,0.28800
Anna Karenina,0.24543,0.02766,-0.09994,-0.00259,0.28800
Anna Karenina,0.24572,0.02779,-0.10032,-0.00267,0.28800
Anna Karenina,0.24601,0.02757,-0.10040,-0.00301,0.28800
Anna Karenina,0.24630,0.02804,-0.09941,-0.00328,0.28600
Anna Karenina,0.24659,0.02798,-0.09900,-0.00369,0.28600
Anna Karenina,0.24688,0.02749,-0.09902,-0.00361,0.28600
Anna Karenina,0.24717,0.02779,-0.09934,-0.00353,0.28600
Anna Karenina,0.24746,0.02868,-0.09928,-0.00359,0.28500
Anna Karenina,0.24775,0.02765,-0.09830,-0.00385,0.28500
Anna Karenina,0.24804,0.02767,-0.09878,-0.00346,0.28600
Anna Karenina,0.24833,0.02746,-0.09935,-0.00377,0.28600
Anna Karenina,0.24862,0.02752,-0.09861,-0.00360,0.28600
Anna Karenina,0.24891,0.02699,-0.09866,-0.00337,0.28500
Anna Karenina,0.24920,0.02612,-0.09787,-0.00400,0.28500
Anna Karenina,0.24949,0.02564,-0.09785,-0.00360,0.28400
Anna Karenina,0.24978,0.02638,-0.09684,-0.00362,0.28400
Anna Karenina,0.25007,0.02522,-0.09494,-0.00303,0.28300
Anna Karenina,0.25036,0.02602,-0.09565,-0.00408,0.28400
Anna Karenina,0.25065,0.02614,-0.09568,-0.00435,0.28300
Anna Karenina,0.25094,0.02704,-0.09626,-0.00449,0.28400
Anna Karenina,0.25123,0.02796,-0.09667,-0.00460,0.28400
Anna Karenina,0.25152,0.02775,-0.09684,-0.00439,0.28400
Anna Karenina,0.25181,0.02737,-0.09700,-0.00453,0.28400
Anna Karenina,0.25210,0.02776,-0.09715,-0.00495,0.28400
Anna Karenina,0.25239,0.02844,-0.09767,-0.00494,0.28400
Anna Karenina,0.25268,0.02811,-0.09774,-0.00486,0.28300
Anna Karenina,0.25297,0.02687,-0.09805,-0.00442,0.28400
Anna Karenina,0.25326,0.02683,-0.09895,-0.00426,0.28300
Anna Karenina,0.25355,0.02811,-0.09918,-0.00355,0.28300
Anna Karenina,0.25384,0.02817,-0.10024,-0.00343,0.28400
Anna Karenina,0.25413,0.02815,-0.10099,-0.00318,0.28400
Anna Karenina,0.25442,0.02790,-0.10057,-0.00303,0.28400
Anna Karenina,0.25471,0.02820,-0.09967,-0.00337,0.28400
Anna Karenina,0.25500,0.02702,-0.10025,-0.00352,0.28500
Anna Karenina,0.25529,0.02751,-0.10057,-0.00288,0.28500
Anna Karenina,0.25558,0.02855,-0.09858,-0.00311,0.28600
Anna Karenina,0.25587,0.02877,-0.09858,-0.00321,0.28500
Anna Karenina,0.25616,0.03031,-0.09993,-0.00303,0.28500
Anna Karenina,0.25645,0.03058,-0.10105,-0.00298,0.28400
Anna Karenina,0.25674,0.03009,-0.10117,-0.00277,0.28300
Anna Karenina,0.25704,0.03166,-0.10217,-0.00225,0.28300
Anna Karenina,0.25733,0.03155,-0.10333,-0.00208,0.28400
Anna Karenina,0.25762,0.03254,-0.10281,-0.00104,0.28300
Anna Karenina,0.25791,0.03345,-0.10298,-0.00049,0.28300
Anna Karenina,0.25820,0.03469,-0.10353,-0.00056,0.28300
Anna Karenina,0.25849,0.03547,-0.10425,-0.00026,0.28300
Anna Karenina,0.25878,0.03587,-0.10519,0.00015,0.28300
Anna Karenina,0.25907,0.03841,-0.10595,0.00070,0.28300
Anna Karenina,0.25936,0.03813,-0.10650,0.00138,0.28200
Anna Karenina,0.25965,0.03763,-0.10840,0.00166,0.28200
Anna Karenina,0.25994,0.03824,-0.10936,0.00188,0.28100
Anna Karenina,0.26023,0.03942,-0.11004,0.00184,0.28100
Anna Karenina,0.26052,0.03959,-0.11038,0.00206,0.28100
Anna Karenina,0.26081,0.03801,-0.11091,0.00203,0.28100
Anna Karenina,0.26110,0.03761,-0.11119,0.00249,0.28100
Anna Karenina,0.26139,0.03766,-0.11089,0.00241,0.28100
Anna Karenina,0.26168,0.03831,-0.11077,0.00284,0.28000
Anna Karenina,0.26197,0.03900,-0.11183,0.00284,0.28100
Anna Karenina,0.26226,0.04046,-0.11257,0.00275,0.28000
Anna Karenina,0.26255,0.04310,-0.11434,0.00214,0.28000
Anna Karenina,0.26284,0.04536,-0.11636,0.00229,0.28000
Anna Karenina,0.26313,0.04617,-0.11798,0.00256,0.28000
Anna Karenina,0.26342,0.04703,-0.11819,0.00238,0.27900
Anna Karenina,0.26371,0.04608,-0.11813,0.00255,0.28000
Anna Karenina,0.26400,0.04733,-0.11948,0.00275,0.28000
Anna Karenina,0.26429,0.04758,-0.11974,0.00270,0.28000
Anna Karenina,0.26458,0.04800,-0.11992,0.00314,0.27900
Anna Karenina,0.26487,0.04782,-0.12006,0.00367,0.27900
Anna Karenina,0.26516,0.04731,-0.12004,0.00351,0.28000
Anna Karenina,0.26545,0.04830,-0.12194,0.00337,0.28000
Anna Karenina,0.26574,0.04857,-0.12212,0.00397,0.28000
Anna Karenina,0.26603,0.04792,-0.12179,0.00362,0.27900
Anna Karenina,0.26632,0.04696,-0.12091,0.00402,0.27900
Anna Karenina,0.26661,0.04649,-0.11977,0.00427,0.27900
Anna Karenina,0.26690,0.04524,-0.11964,0.00424,0.27900
Anna Karenina,0.26719,0.04463,-0.12024,0.00454,0.27800
Anna Karenina,0.26748,0.04529,-0.12092,0.00491,0.27900
Anna Karenina,0.26777,0.04637,-0.12132,0.00504,0.27900
Anna Karenina,0.26806,0.04694,-0.12243,0.00640,0.27900
Anna Karenina,0.26835,0.04723,-0.12265,0.00655,0.27800
Anna Karenina,0.26864,0.04778,-0.12150,0.00697,0.27900
Anna Karenina,0.26893,0.04792,-0.12158,0.00703,0.27800
Anna Karenina,0.26922,0.04914,-0.12252,0.00710,0.27800
Anna Karenina,0.26951,0.05074,-0.12278,0.00684,0.27800
Anna Karenina,0.26980,0.05091,-0.12264,0.00674,0.27900
Anna Karenina,0.27009,0.05003,-0.12231,0.00675,0.28100
Anna Karenina,0.27038,0.05035,-0.12243,0.00711,0.28100
Anna Karenina,0.27067,0.05042,-0.12234,0.00745,0.28100
Anna Karenina,0.27096,0.05131,-0.12299,0.00760,0.28200
Anna Karenina,0.27125,0.04978,-0.12176,0.00761,0.28200
Anna Karenina,0.27154,0.04995,-0.12211,0.00821,0.28200
Anna Karenina,0.27183,0.05043,-0.12275,0.00837,0.28300
Anna Karenina,0.27212,0.04996,-0.12258,0.00812,0.28400
Anna Karenina,0.27241,0.04872,-0.12203,0.00743,0.28400
Anna Karenina,0.27270,0.04886,-0.12349,0.00743,0.28400
Anna Karenina,0.27299,0.04778,-0.12433,0.00741,0.28500
Anna Karenina,0.27328,0.04778,-0.12609,0.00726,0.28500
Anna Karenina,0.27357,0.04672,-0.12661,0.00778,0.28500
Anna Karenina,0.27386,0.04751,-0.12696,0.00821,0.28400
Anna Karenina,0.27415,0.04736,-0.12626,0.00816,0.28400
Anna Karenina,0.27444,0.04685,-0.12609,0.00885,0.28300
Anna Karenina,0.27473,0.04637,-0.12664,0.00885,0.28500
Anna Karenina,0.27502,0.04674,-0.12616,0.00924,0.28600
Anna Karenina,0.27531,0.04554,-0.12718,0.00934,0.28700
Anna Karenina,0.27560,0.04593,-0.12803,0.00958,0.28600
Anna Karenina,0.27589,0.04581,-0.12853,0.00947,0.28600
Anna Karenina,0.27618,0.04563,-0.12748,0.00973,0.28600
Anna Karenina,0.27647,0.04563,-0.12707,0.00975,0.28600
Anna Karenina,0.27676,0.04500,-0.12600,0.01008,0.28600
Anna Karenina,0.27705,0.04438,-0.12507,0.00969,0.28700
Anna Karenina,0.27734,0.04501,-0.12507,0.00991,0.28700
Anna Karenina,0.27763,0.04448,-0.12627,0.00968,0.28700
Anna Karenina,0.27792,0.04437,-0.12688,0.00986,0.28700
Anna Karenina,0.27821,0.04448,-0.12766,0.01014,0.28600
Anna Karenina,0.27850,0.04402,-0.12809,0.01013,0.28700
Anna Karenina,0.27879,0.04539,-0.12926,0.01001,0.28800
Anna Karenina,0.27908,0.04656,-0.13122,0.00956,0.28800
Anna Karenina,0.27937,0.04736,-0.13194,0.00990,0.28700
Anna Karenina,0.27966,0.04682,-0.13136,0.00993,0.28700
Anna Karenina,0.27995,0.04604,-0.13094,0.01008,0.28600
Anna Karenina,0.28024,0.04597,-0.13082,0.00991,0.28500
Anna Karenina,0.28053,0.04709,-0.13066,0.00990,0.28500
Anna Karenina,0.28082,0.04831,-0.13144,0.00974,0.28500
Anna Karenina,0.28111,0.04932,-0.13166,0.00985,0.28500
Anna Karenina,0.28140,0.04963,-0.13160,0.00956,0.28600
Anna Karenina,0.28169,0.05103,-0.13192,0.00966,0.28800
Anna Karenina,0.28198,0.05181,-0.13262,0.00936,0.28700
Anna Karenina,0.28227,0.05018,-0.13228,0.00926,0.28700
Anna Karenina,0.28256,0.04820,-0.13222,0.00894,0.28700
Anna Karenina,0.28285,0.04847,-0.13115,0.00881,0.28700
Anna Karenina,0.28314,0.04962,-0.13169,0.00888,0.28800
Anna Karenina,0.28343,0.04820,-0.13212,0.00812,0.28800
Anna Karenina,0.28372,0.04707,-0.13270,0.00811,0.28800
Anna Karenina,0.28402,0.04742,-0.13268,0.00827,0.28800
Anna Karenina,0.28431,0.04676,-0.13273,0.00809,0.28700
Anna Karenina,0.28460,0.04491,-0.13410,0.00847,0.28700
Anna Karenina,0.28489,0.04408,-0.13433,0.00869,0.28800
Anna Karenina,0.28518,0.04317,-0.13460,0.00803,0.28700
Anna Karenina,0.28547,0.04277,-0.13459,0.00805,0.28800
Anna Karenina,0.28576,0.04343,-0.13535,0.00773,0.28800
Anna Karenina,0.28605,0.04172,-0.13437,0.00684,0.28800
Anna Karenina,0.28634,0.04216,-0.13453,0.00640,0.28700
Anna Karenina,0.28663,0.04304,-0.13526,0.00568,0.28700
Anna Karenina,0.28692,0.04250,-0.13559,0.00489,0.28700
Anna Karenina,0.28721,0.04148,-0.13390,0.00504,0.28800
Anna Karenina,0.28750,0.04045,-0.13299,0.00470,0.28800
Anna Karenina,0.28779,0.03982,-0.13260,0.00433,0.28800
Anna Karenina,0.28808,0.03810,-0.13207,0.00393,0.28800
Anna Karenina,0.28837,0.03762,-0.13169,0.00360,0.28900
Anna Karenina,0.28866,0.03802,-0.13112,0.00291,0.28900
Anna Karenina,0.28895,0.03848,-0.13077,0.00265,0.28900
Anna Karenina,0.28924,0.03823,-0.13080,0.00243,0.28900
Anna Karenina,0.28953,0.03787,-0.13057,0.00206,0.28800
Anna Karenina,0.28982,0.03877,-0.12923,0.00194,0.28800
Anna Karenina,0.29011,0.03947,-0.12926,0.00176,0.28800
Anna Karenina,0.29040,0.04139,-0.12966,0.00139,0.28900
Anna Karenina,0.29069,0.04113,-0.12983,0.00090,0.29000
Anna Karenina,0.29098,0.04087,-0.12903,0.00062,0.29000
Anna Karenina,0.29127,0.04208,-0.12999,0.00010,0.29000
Anna Karenina,0.29156,0.04152,-0.12977,0.00007,0.29000
Anna Karenina,0.29185,0.03946,-0.12881,-0.00011,0.28900
Anna Karenina,0.29214,0.03866,-0.12753,-0.00036,0.28900
Anna Karenina,0.29243,0.03702,-0.12735,-0.00050,0.29000
Anna Karenina,0.29272,0.03747,-0.12701,-0.00064,0.28900
Anna Karenina,0.29301,0.03617,-0.12697,-0.00052,0.29000
Anna Karenina,0.29330,0.03677,-0.12703,-0.00046,0.29100
Anna Karenina,0.29359,0.03533,-0.12741,-0.00028,0.29200
Anna Karenina,0.29388,0.03342,-0.12723,-0.00084,0.29100
Anna Karenina,0.29417,0.03273,-0.12744,-0.00113,0.29100
Anna Karenina,0.29446,0.03181,-0.12676,-0.00118,0.29100
Anna Karenina,0.29475,0.03092,-0.12615,-0.00181,0.29200
Anna Karenina,0.29504,0.03120,-0.12583,-0.00185,0.29300
Anna Karenina,0.29533,0.03093,-0.12558,-0.00203,0.29200
Anna Karenina,0.29562,0.03030,-0.12527,-0.00216,0.29200
Anna Karenina,0.29591,0.02962,-0.12446,-0.00229,0.29300
Anna Karenina,0.29620,0.02927,-0.12380,-0.00235,0.29400
Anna Karenina,0.29649,0.02765,-0.12333,-0.00261,0.29300
Anna Karenina,0.29678,0.02588,-0.12320,-0.00289,0.29300
Anna Karenina,0.29707,0.02442,-0.12235,-0.00344,0.29300
Anna Karenina,0.29736,0.02266,-0.12214,-0.00370,0.29300
Anna Karenina,0.29765,0.02091,-0.12291,-0.00413,0.29200
Anna Karenina,0.29794,0.02164,-0.12306,-0.00438,0.29300
Anna Karenina,0.29823,0.02025,-0.12169,-0.00391,0.29300
Anna Karenina,0.29852,0.01920,-0.12062,-0.00376,0.29300
Anna Karenina,0.29881,0.01815,-0.12048,-0.00317,0.29400
Anna Karenina,0.29910,0.01929,-0.12078,-0.00332,0.29200
Anna Karenina,0.29939,0.01856,-0.12037,-0.00376,0.29100
Anna Karenina,0.29968,0.01888,-0.11978,-0.00432,0.29000
Anna Karenina,0.29997,0.01724,-0.11965,-0.00450,0.29000
Anna Karenina,0.30026,0.01747,-0.12043,-0.00494,0.29000
Anna Karenina,0.30055,0.01626,-0.12110,-0.00509,0.29000
Anna Karenina,0.30084,0.01573,-0.12094,-0.00506,0.29000
Anna Karenina,0.30113,0.01460,-0.12112,-0.00515,0.29000
Anna Karenina,0.30142,0.01467,-0.12133,-0.00466,0.29000
Anna Karenina,0.30171,0.01504,-0.12122,-0.00438,0.29100
Anna Karenina,0.30200,0.01533,-0.12113,-0.00429,0.29100
Anna Karenina,0.30229,0.01382,-0.12021,-0.00440,0.29000
Anna Karenina,0.30258,0.01362,-0.11961,-0.00476,0.29000
Anna Karenina,0.30287,0.01249,-0.11957,-0.00492,0.29000
Anna Karenina,0.30316,0.01105,-0.11954,-0.00465,0.29200
Anna Karenina,0.30345,0.00950,-0.11868,-0.00520,0.29300
Anna Karenina,0.30374,0.00920,-0.11818,-0.00505,0.29200
Anna Karenina,0.30403,0.00795,-0.11796,-0.00518,0.29200
Anna Karenina,0.30432,0.00805,-0.11770,-0.00487,0.29300
Anna Karenina,0.30461,0.00762,-0.11706,-0.00462,0.29400
Anna Karenina,0.30490,0.00806,-0.11710,-0.00433,0.29400
Anna Karenina,0.30519,0.00923,-0.11849,-0.00417,0.29500
Anna Karenina,0.30548,0.00914,-0.11904,-0.00385,0.29400
Anna Karenina,0.30577,0.01139,-0.12097,-0.00389,0.29400
Anna Karenina,0.30606,0.01218,-0.12247,-0.00346,0.29400
Anna Karenina,0.30635,0.01322,-0.12217,-0.00344,0.29500
Anna Karenina,0.30664,0.01368,-0.12204,-0.00309,0.29600
Anna Karenina,0.30693,0.01350,-0.12198,-0.00316,0.29700
Anna Karenina,0.30722,0.01439,-0.12241,-0.00345,0.29700
Anna Karenina,0.30751,0.01361,-0.12281,-0.00368,0.29700
Anna Karenina,0.30780,0.01126,-0.12370,-0.00397,0.29700
Anna Karenina,0.30809,0.01161,-0.12386,-0.00398,0.29700
Anna Karenina,0.30838,0.01071,-0.12362,-0.00376,0.29700
Anna Karenina,0.30867,0.01152,-0.12418,-0.00382,0.29800
Anna Karenina,0.30896,0.01165,-0.12483,-0.00339,0.29800
Anna Karenina,0.30925,0.01070,-0.12449,-0.00306,0.29800
Anna Karenina,0.30954,0.00932,-0.12424,-0.00295,0.29800
Anna Karenina,0.30983,0.00837,-0.12319,-0.00277,0.29800
Anna Karenina,0.31012,0.00800,-0.12234,-0.00253,0.29800
Anna Karenina,0.31041,0.00658,-0.12206,-0.00247,0.29800
Anna Karenina,0.31070,0.00426,-0.12180,-0.00245,0.29800
Anna Karenina,0.31100,0.00340,-0.12068,-0.00189,0.29800
Anna Karenina,0.31129,0.00486,-0.12071,-0.00165,0.29800
Anna Karenina,0.31158,0.00549,-0.12122,-0.00181,0.29800
Anna Karenina,0.31187,0.00624,-0.12221,-0.00208,0.29800
Anna Karenina,0.31216,0.00549,-0.12176,-0.00220,0.29700
Anna Karenina,0.31245,0.00649,-0.12169,-0.00184,0.29600
Anna Karenina,0.31274,0.00694,-0.12178,-0.00133,0.29600
Anna Karenina,0.31303,0.00785,-0.12196,-0.00081,0.29600
Anna Karenina,0.31332,0.00864,-0.12209,-0.00056,0.29600
Anna Karenina,0.31361,0.01000,-0.12252,-0.00052,0.29600
Anna Karenina,0.31390,0.01102,-0.12211,-0.00048,0.29500
Anna Karenina,0.31419,0.01098,-0.12126,0.00015,0.29500
Anna Karenina,0.31448,0.01169,-0.12079,0.00044,0.29500
Anna Karenina,0.31477,0.01140,-0.12040,0.00106,0.29500
Anna Karenina,0.31506,0.01192,-0.12087,0.00137,0.29500
Anna Karenina,0.31535,0.01032,-0.12005,0.00219,0.29500
Anna Karenina,0.31564,0.00903,-0.12027,0.00293,0.29400
Anna Karenina,0.31593,0.00900,-0.12076,0.00408,0.29400
Anna Karenina,0.31622,0.00995,-0.12197,0.00400,0.29400
Anna Karenina,0.31651,0.00959,-0.12272,0.00436,0.29300
Anna Karenina,0.31680,0.01041,-0.12349,0.00439,0.29400
Anna Karenina,0.31709,0.00995,-0.12362,0.00460,0.29300
Anna Karenina,0.31738,0.00965,-0.12417,0.00475,0.29200
Anna Karenina,0.31767,0.00965,-0.12399,0.00546,0.29200
Anna Karenina,0.31796,0.00904,-0.12282,0.00565,0.29300
Anna Karenina,0.31825,0.00896,-0.12304,0.00591,0.29300
Anna Karenina,0.31854,0.00956,-0.12328,0.00678,0.29400
Anna Karenina,0.31883,0.00891,-0.12418,0.00716,0.29400
Anna Karenina,0.31912,0.00898,-0.12522,0.00729,0.29400
Anna Karenina,0.31941,0.00827,-0.12569,0.00716,0.29300
Anna Karenina,0.31970,0.00808,-0.12649,0.00757,0.29200
Anna Karenina,0.31999,0.00778,-0.12580,0.00787,0.29200
Anna Karenina,0.32028,0.00692,-0.12516,0.00871,0.29100
Anna Karenina,0.32057,0.00577,-0.12432,0.00906,0.29000
Anna Karenina,0.32086,0.00538,-0.12446,0.00907,0.29000
Anna Karenina,0.32115,0.00621,-0.12539,0.00955,0.29000
Anna Karenina,0.32144,0.00790,-0.12615,0.00981,0.29000
Anna Karenina,0.32173,0.00836,-0.12636,0.00974,0.29000
Anna Karenina,0.32202,0.00798,-0.12621,0.00919,0.28900
Anna Karenina,0.32231,0.00701,-0.12584,0.00917,0.28800
Anna Karenina,0.32260,0.00685,-0.12495,0.00932,0.28700
Anna Karenina,0.32289,0.00784,-0.12468,0.00965,0.28800
Anna Karenina,0.32318,0.00859,-0.12485,0.01005,0.28700
Anna Karenina,0.32347,0.00890,-0.12410,0.01023,0.28800
Anna Karenina,0.32376,0.01008,-0.12327,0.01041,0.28800
Anna Karenina,0.32405,0.00967,-0.12339,0.01072,0.28800
Anna Karenina,0.32434,0.01026,-0.12410,0.01036,0.28800
Anna Karenina,0.32463,0.01065,-0.12484,0.01001,0.28800
Anna Karenina,0.32492,0.01028,-0.12521,0.00981,0.28900
Anna Karenina,0.32521,0.01066,-0.12614,0.00998,0.28800
Anna Karenina,0.32550,0.01051,-0.12530,0.00969,0.28800
Anna Karenina,0.32579,0.01001,-0.12485,0.00944,0.28700
Anna Karenina,0.32608,0.00925,-0.12479,0.00923,0.28800
Anna Karenina,0.32637,0.00880,-0.12447,0.00939,0.28900
Anna Karenina,0.32666,0.00979,-0.12495,0.00993,0.28900
Anna Karenina,0.32695,0.00939,-0.12466,0.01031,0.28900
Anna Karenina,0.32724,0.00893,-0.12494,0.00957,0.29000
Anna Karenina,0.32753,0.00910,-0.12571,0.00944,0.29000
Anna Karenina,0.32782,0.00951,-0.12531,0.00939,0.29000
Anna Karenina,0.32811,0.00940,-0.12438,0.01010,0.29100
Anna Karenina,0.32840,0.00930,-0.12356,0.01019,0.29100
Anna Karenina,0.32869,0.01098,-0.12448,0.01024,0.29200
Anna Karenina,0.32898,0.01140,-0.12399,0.01011,0.29200
Anna Karenina,0.32927,0.01220,-0.12469,0.01072,0.29300
Anna Karenina,0.32956,0.01329,-0.12408,0.01057,0.29300
Anna Karenina,0.32985,0.01394,-0.12443,0.01064,0.29400
Anna Karenina,0.33014,0.01444,-0.12421,0.01089,0.29400
Anna Karenina,0.33043,0.01365,-0.12416,0.01073,0.29400
Anna Karenina,0.33072,0.01345,-0.12470,0.01071,0.29300
Anna Karenina,0.33101,0.01439,-0.12583,0.01050,0.29300
Anna Karenina,0.33130,0.01532,-0.12550,0.01078,0.29300
Anna Karenina,0.33159,0.01437,-0.12581,0.01110,0.29300
Anna Karenina,0.33188,0.01501,-0.12649,0.01122,0.29300
Anna Karenina,0.33217,0.01640,-0.12608,0.01094,0.29300
Anna Karenina,0.33246,0.01757,-0.12526,0.01103,0.29300
Anna Karenina,0.33275,0.01858,-0.12470,0.01065,0.29300
Anna Karenina,0.33304,0.01916,-0.12324,0.01068,0.29200
Anna Karenina,0.33333,0.02065,-0.12301,0.01094,0.29200
Anna Karenina,0.33362,0.02095,-0.12186,0.01071,0.29100
Anna Karenina,0.33391,0.02163,-0.12205,0.01054,0.29100
Anna Karenina,0.33420,0.02154,-0.12132,0.01013,0.29000
Anna Karenina,0.33449,0.02150,-0.12074,0.00991,0.29000
Anna Karenina,0.33478,0.02104,-0.11975,0.00941,0.29000
Anna Karenina,0.33507,0.02103,-0.11803,0.00878,0.29000
Anna Karenina,0.33536,0.02018,-0.11701,0.00895,0.28800
Anna Karenina,0.33565,0.02042,-0.11605,0.00882,0.28800
Anna Karenina,0.33594,0.02093,-0.11518,0.00830,0.28900
Anna Karenina,0.33623,0.02193,-0.11492,0.00834,0.28900
Anna Karenina,0.33652,0.02321,-0.11312,0.00830,0.28900
Anna Karenina,0.33681,0.02460,-0.11112,0.00826,0.29000
Anna Karenina,0.33710,0.02353,-0.10985,0.00837,0.29000
Anna Karenina,0.33739,0.02306,-0.10876,0.00827,0.29100
Anna Karenina,0.33768,0.02251,-0.10752,0.00822,0.29100
